Question,Answer,Full_Text
การดำเนินการบังคับคดีกับเจ้าหน้าที่ของรัฐที่ไม่ชำระค่าปรับและศาลออกหมายบังคับคดีแล้วมีขั้นตอน อย่างไร,ให้ถือว่าสำนักงานศาลปกครองเป็นเจ้าหนี้ตามคำพิพากษาและมีอำนาจหน้าที่ดำเนินการบังคับคดี เช่น ตรวจสอบหาทรัพย์สิน รายงานศาล จนกว่าจะแล้วเสร็จ,"คำถาม: การดำเนินการบังคับคดีกับเจ้าหน้าที่ของรัฐที่ไม่ชำระค่าปรับและศาลออกหมายบังคับคดีแล้วมีขั้นตอน อย่างไร
คำตอบ: ให้ถือว่าสำนักงานศาลปกครองเป็นเจ้าหนี้ตามคำพิพากษาและมีอำนาจหน้าที่ดำเนินการบังคับคดี เช่น ตรวจสอบหาทรัพย์สิน รายงานศาล จนกว่าจะแล้วเสร็จ"
กรณีที่ศาลมีคำพิพากษาให้เพิกถอนกฎจะมีผลบังคับเมื่อใด,สำนักงานศาลปกครองจะส่งประกาศเรื่องศาลปกครองมีคำพิพากษาถึงที่สุดให้เพิกถอนกฎไปลงประกาศในราชกิจจานุเบกษา และถือว่าการประกาศดังกล่าวมีผลเป็นการเพิกถอนกฎนั้น,"คำถาม: กรณีที่ศาลมีคำพิพากษาให้เพิกถอนกฎจะมีผลบังคับเมื่อใด
คำตอบ: สำนักงานศาลปกครองจะส่งประกาศเรื่องศาลปกครองมีคำพิพากษาถึงที่สุดให้เพิกถอนกฎไปลงประกาศในราชกิจจานุเบกษา และถือว่าการประกาศดังกล่าวมีผลเป็นการเพิกถอนกฎนั้น"
คดีที่ศาลมีคำพิพากษาถึงที่สุดให้เพิกถอนคำสั่งอย่างเดียว ผู้ฟ้องคดีจะขอให้บังคับให้หน่วยงานฯ ชดใช้ค่าเสียหายเพิ่มเติมจากคำพิพากษาได้หรือไม่,กรณีที่ศาลมีคำพิพากษาให้เพิกถอนคำสั่งอย่างเดียว โดยผลของคำพิพากษาทำให้คำสั่งนั้นถูกเพิกถอนไปแล้ว หากคำพิพากษาไม่ได้กำหนดเรื่องการชดใช้ค่าเสียหายไว้ ก็ไม่อาจบังคับให้หน่วยงานฯ ชดใช้ค่าเสียหายได้,"คำถาม: คดีที่ศาลมีคำพิพากษาถึงที่สุดให้เพิกถอนคำสั่งอย่างเดียว ผู้ฟ้องคดีจะขอให้บังคับให้หน่วยงานฯ ชดใช้ค่าเสียหายเพิ่มเติมจากคำพิพากษาได้หรือไม่
คำตอบ: กรณีที่ศาลมีคำพิพากษาให้เพิกถอนคำสั่งอย่างเดียว โดยผลของคำพิพากษาทำให้คำสั่งนั้นถูกเพิกถอนไปแล้ว หากคำพิพากษาไม่ได้กำหนดเรื่องการชดใช้ค่าเสียหายไว้ ก็ไม่อาจบังคับให้หน่วยงานฯ ชดใช้ค่าเสียหายได้"
ข้อสังเกตที่ศาลกำหนดในคำพิพากษา จะต้องมีการบังคับคดีหรือไม่,ข้อสังเกตมิใช่คำบังคับที่จะต้องดำเนินการบังคับคดี แต่ถือเป็นแนวทางหรือวิธีการดำเนินการเพื่อให้เป็นไปตามคำพิพากษา จึงเป็นเรื่องที่คู่กรณีจะต้องพิจารณาดำเนินการเพื่อให้สามารถปฏิบัติให้เป็นไปตามคำพิพากษาได้,"คำถาม: ข้อสังเกตที่ศาลกำหนดในคำพิพากษา จะต้องมีการบังคับคดีหรือไม่
คำตอบ: ข้อสังเกตมิใช่คำบังคับที่จะต้องดำเนินการบังคับคดี แต่ถือเป็นแนวทางหรือวิธีการดำเนินการเพื่อให้เป็นไปตามคำพิพากษา จึงเป็นเรื่องที่คู่กรณีจะต้องพิจารณาดำเนินการเพื่อให้สามารถปฏิบัติให้เป็นไปตามคำพิพากษาได้"
กรณีที่ศาลมีคำพิพากษาให้ใช้เงิน ลูกหนี้ตามคำพิพากษาที่เป็นเอกชนจะมีวิธีการปฏิบัติตามคำพิพากษาอย่างไรบ้าง,ชำระหนี้ให้แก่เจ้าหนี้ตามคำพิพากษาโดยตรง นำเงินมาวาง ต่อศาลหรือต่อเจ้าพนักงานบังคับคดีได้ ทั้งนี้ ก่อนการชำระหนี้ลูกหนี้ฯ อาจขอให้สำนักงานศาลปกครองคำนวณยอดหนี้ก่อนได้,"คำถาม: กรณีที่ศาลมีคำพิพากษาให้ใช้เงิน ลูกหนี้ตามคำพิพากษาที่เป็นเอกชนจะมีวิธีการปฏิบัติตามคำพิพากษาอย่างไรบ้าง
คำตอบ: ชำระหนี้ให้แก่เจ้าหนี้ตามคำพิพากษาโดยตรง นำเงินมาวาง ต่อศาลหรือต่อเจ้าพนักงานบังคับคดีได้ ทั้งนี้ ก่อนการชำระหนี้ลูกหนี้ฯ อาจขอให้สำนักงานศาลปกครองคำนวณยอดหนี้ก่อนได้"
การบังคับคดีปกครองกรณีศาลพิพากษาให้หน่วยงานฯ ใช้เงินจะมีการดำเนินการอย่างไร,เมื่อศาลออกหมายแจ้งคำบังคับ (ต.๔๖) แล้ว สำนักบังคับคดีปกครองจะติดตามผลการปฏิบัติตามคำบังคับไปยังเจ้าหนี้ตามคำพิพากษาว่าได้รับชำระหนี้แล้วหรือไม่ หากมีการชำระหนี้ครบถ้วนแล้ว (วางเงินต่อศาลหรือชำระหนี้ภายนอก) จะรายงานศาลทราบและยุติการบังคับคดี แต่หากยังไม่มีการชำระหนี้จะติดตามต่อไปจนกว่าจะเป็นไปตามคำพิพากษา,"คำถาม: การบังคับคดีปกครองกรณีศาลพิพากษาให้หน่วยงานฯ ใช้เงินจะมีการดำเนินการอย่างไร
คำตอบ: เมื่อศาลออกหมายแจ้งคำบังคับ (ต.๔๖) แล้ว สำนักบังคับคดีปกครองจะติดตามผลการปฏิบัติตามคำบังคับไปยังเจ้าหนี้ตามคำพิพากษาว่าได้รับชำระหนี้แล้วหรือไม่ หากมีการชำระหนี้ครบถ้วนแล้ว (วางเงินต่อศาลหรือชำระหนี้ภายนอก) จะรายงานศาลทราบและยุติการบังคับคดี แต่หากยังไม่มีการชำระหนี้จะติดตามต่อไปจนกว่าจะเป็นไปตามคำพิพากษา"
การมอบอำนาจในชั้นบังคับคดีต้องดำเนินการอย่างไร,ใบมอบอำนาจในชั้นบังคับคดีต้องมีข้อความครบถ้วนตามที่กำหนด (ตามแบบ บป.๒),"คำถาม: การมอบอำนาจในชั้นบังคับคดีต้องดำเนินการอย่างไร
คำตอบ: ใบมอบอำนาจในชั้นบังคับคดีต้องมีข้อความครบถ้วนตามที่กำหนด (ตามแบบ บป.๒)"
การขอออกหมายบังคับคดีใน คดีปกครองมีขั้นตอนอย่างไร,หากลูกหนี้ตามคำพิพากษาไม่ปฏิบัติตามคำบังคับของศาลภายในระยะเวลาที่ศาลกำหนด เจ้าหนี้ตามคำพิพากษามีสิทธิยื่นคำขอต่อศาลเพื่อขอให้ออกหมายบังคับคดีตั้งเจ้าพนักงานบังคับคดีดำเนินการบังคับคดีโดยการยึด อายัด ขายทอดตลาดแก่ทรัพย์สินของลูกหนี้ตามคำพิพากษาตามกฎหมาย,"คำถาม: การขอออกหมายบังคับคดีใน คดีปกครองมีขั้นตอนอย่างไร
คำตอบ: หากลูกหนี้ตามคำพิพากษาไม่ปฏิบัติตามคำบังคับของศาลภายในระยะเวลาที่ศาลกำหนด เจ้าหนี้ตามคำพิพากษามีสิทธิยื่นคำขอต่อศาลเพื่อขอให้ออกหมายบังคับคดีตั้งเจ้าพนักงานบังคับคดีดำเนินการบังคับคดีโดยการยึด อายัด ขายทอดตลาดแก่ทรัพย์สินของลูกหนี้ตามคำพิพากษาตามกฎหมาย"
กรณีที่ศาลปกครองออกหมายบังคับคดีแล้ว หากเจ้าหนี้ตามคำพิพากษาประสงค์จะยึด อายัดทรัพย์ของลูกหนี้ตามคำพิพากษาจะต้องดำเนินการอย่างไร,เจ้าหนี้ตามคำพิพากษาจะต้องสืบหาทรัพย์สินของลูกหนี้ตามคำพิพากษา โดยเป็นหน้าที่ของเจ้าหนี้ตามคำพิพากษาที่จะต้องดำเนินการ เมื่อพบทรัพย์สินของลูกหนี้ตามคำพิพากษาแล้ว ให้จัดเตรียมเอกสารที่เกี่ยวข้อง แล้วยื่นคำขอต่อเจ้าพนักงานบังคับคดีเพื่อพิจารณาดำเนินการให้ต่อไป,"คำถาม: กรณีที่ศาลปกครองออกหมายบังคับคดีแล้ว หากเจ้าหนี้ตามคำพิพากษาประสงค์จะยึด อายัดทรัพย์ของลูกหนี้ตามคำพิพากษาจะต้องดำเนินการอย่างไร
คำตอบ: เจ้าหนี้ตามคำพิพากษาจะต้องสืบหาทรัพย์สินของลูกหนี้ตามคำพิพากษา โดยเป็นหน้าที่ของเจ้าหนี้ตามคำพิพากษาที่จะต้องดำเนินการ เมื่อพบทรัพย์สินของลูกหนี้ตามคำพิพากษาแล้ว ให้จัดเตรียมเอกสารที่เกี่ยวข้อง แล้วยื่นคำขอต่อเจ้าพนักงานบังคับคดีเพื่อพิจารณาดำเนินการให้ต่อไป"
เอกสารหลักฐานที่ต้องใช้ประกอบคำร้องขอยึดทรัพย์สินของลูกหนี้ตามคำพิพากษามีอะไรบ้าง,๑. กรณียึดอสังหาริมทรัพย์ ให้ยื่นเอกสารแสดงกรรมสิทธิ์หรือสิทธิครอบครอง สำเนาทะเบียนบ้านหรือสำเนาหนังสือรับรอง นิติบุคคลของลูกหนี้ฯ แผนที่ ภาพถ่ายทรัพย์และราคาประเมินที่ดิน เป็นต้น  ๒. กรณียึดสังหาริมทรัพย์ ให้ยื่นสำเนาทะเบียนบ้านหรือสำเนาหนังสือรับรองนิติบุคคลของลูกหนี้ฯ เอกสารทางทะเบียน เป็นต้น,"คำถาม: เอกสารหลักฐานที่ต้องใช้ประกอบคำร้องขอยึดทรัพย์สินของลูกหนี้ตามคำพิพากษามีอะไรบ้าง
คำตอบ: ๑. กรณียึดอสังหาริมทรัพย์ ให้ยื่นเอกสารแสดงกรรมสิทธิ์หรือสิทธิครอบครอง สำเนาทะเบียนบ้านหรือสำเนาหนังสือรับรอง นิติบุคคลของลูกหนี้ฯ แผนที่ ภาพถ่ายทรัพย์และราคาประเมินที่ดิน เป็นต้น  ๒. กรณียึดสังหาริมทรัพย์ ให้ยื่นสำเนาทะเบียนบ้านหรือสำเนาหนังสือรับรองนิติบุคคลของลูกหนี้ฯ เอกสารทางทะเบียน เป็นต้น"
เอกสารหลักฐานที่ต้องใช้ประกอบคำร้องขออายัดทรัพย์สินของลูกหนี้ตามคำพิพากษามีอะไรบ้าง,คำร้องขออายัดอย่างน้อยต้องมีข้อความหรือรายการดังต่อไปนี้      ๑.ประเภทของสิทธิเรียกร้องที่ลูกหนี้ตามคำพิพากษามีต่อบุคคลภายนอก      ๒. รายการทรัพย์สินหรือจำนวนเงินที่อยู่ในความครอบครองของบุคคลภายนอกซึ่งบุคคลภายนอกจะต้องส่งมอบหรือโอนหรือชำระให้แก่ลูกหนี้ตามคำพิพากษา(เอกสารที่มีข้อความระบุถึงความมีอยู่ของทรัพย์สินหรือเงินนั้น สถาบันการเงิน สาขา เลขบัญชีและจำนวนเงิน)        ๓. สำเนาทะเบียนบ้านของลูกหนี้ตามคำพิพากษา สำเนาหนังสือรับรองของนายทะเบียน กรณีเป็นนิติบุคคล ที่นายทะเบียนรับรองไม่เกิน ๑ เดือน,"คำถาม: เอกสารหลักฐานที่ต้องใช้ประกอบคำร้องขออายัดทรัพย์สินของลูกหนี้ตามคำพิพากษามีอะไรบ้าง
คำตอบ: คำร้องขออายัดอย่างน้อยต้องมีข้อความหรือรายการดังต่อไปนี้      ๑.ประเภทของสิทธิเรียกร้องที่ลูกหนี้ตามคำพิพากษามีต่อบุคคลภายนอก      ๒. รายการทรัพย์สินหรือจำนวนเงินที่อยู่ในความครอบครองของบุคคลภายนอกซึ่งบุคคลภายนอกจะต้องส่งมอบหรือโอนหรือชำระให้แก่ลูกหนี้ตามคำพิพากษา(เอกสารที่มีข้อความระบุถึงความมีอยู่ของทรัพย์สินหรือเงินนั้น สถาบันการเงิน สาขา เลขบัญชีและจำนวนเงิน)        ๓. สำเนาทะเบียนบ้านของลูกหนี้ตามคำพิพากษา สำเนาหนังสือรับรองของนายทะเบียน กรณีเป็นนิติบุคคล ที่นายทะเบียนรับรองไม่เกิน ๑ เดือน"
บุคคลทั่วไปที่สนใจการขายทอดตลาดทรัพย์สินจากการบังคับคดีของศาลปกครองสามารถติดตามข้อมูลได้จากที่ใด,ทางเว็บไซต์ของศาลปกครอง ประกาศขายทอดตลาดที่ประกาศ ณ ศาลปกครอง สำนักบังคับคดีปกครอง สำนักงานศาลปกครองในภูมิภาคและสถานที่ราชการอื่นที่เกี่ยวข้อง,"คำถาม: บุคคลทั่วไปที่สนใจการขายทอดตลาดทรัพย์สินจากการบังคับคดีของศาลปกครองสามารถติดตามข้อมูลได้จากที่ใด
คำตอบ: ทางเว็บไซต์ของศาลปกครอง ประกาศขายทอดตลาดที่ประกาศ ณ ศาลปกครอง สำนักบังคับคดีปกครอง สำนักงานศาลปกครองในภูมิภาคและสถานที่ราชการอื่นที่เกี่ยวข้อง"
หากลูกหนี้ตามคำพิพากษาจะขอทราบ ยอดหนี้เพื่อชำระหนี้ตามคำพิพากษาของศาลปกครองต้องดำเนินการอย่างไร,ยื่นคำร้องหรือมีหนังสือขอให้สำนักบังคับคดีปกครองหรือสำนักงานศาลปกครองในภูมิภาค แล้วแต่กรณี คำนวณยอดหนี้ตามคำพิพากษา โดยคำร้องต้องระบุวันที่จะชำระหนี้หรือวันสิ้นสุดการคำนวณดอกเบี้ยให้ชัดเจน,"คำถาม: หากลูกหนี้ตามคำพิพากษาจะขอทราบ ยอดหนี้เพื่อชำระหนี้ตามคำพิพากษาของศาลปกครองต้องดำเนินการอย่างไร
คำตอบ: ยื่นคำร้องหรือมีหนังสือขอให้สำนักบังคับคดีปกครองหรือสำนักงานศาลปกครองในภูมิภาค แล้วแต่กรณี คำนวณยอดหนี้ตามคำพิพากษา โดยคำร้องต้องระบุวันที่จะชำระหนี้หรือวันสิ้นสุดการคำนวณดอกเบี้ยให้ชัดเจน"
หากลูกหนี้ตามคำพิพากษาประสงค์จะวางเงินต่อศาลเพื่อชำระหนี้ตามคำพิพากษาจะต้องดำเนินการอย่างไร,กรณีที่ศาลมิได้ออกหมายบังคับคดีให้ยื่นคำร้องขอวางเงินต่อศาลที่พิพากษาคดี ด้วยตนเองหรือส่งทางไปรษณีย์ เป็นเงินสด ตั๋วแลกเงินหรือแคชเชียร์เช็ค สั่งจ่ายบัญชี เงินกลางของสำนักงานศาลปกครองกลาง หรือบัญชี เงินกลางของสำนักงานศาลปกครอง..... แล้วแต่กรณี เมื่อได้รับเงินแล้วจะออกใบรับเงินให้แก่ผู้วางต่อไป       กรณีที่ศาลออกหมายบังคับคดีแล้ว อาจยื่นต่อศาลหรือเจ้าพนักงานบังคับคดีได้,"คำถาม: หากลูกหนี้ตามคำพิพากษาประสงค์จะวางเงินต่อศาลเพื่อชำระหนี้ตามคำพิพากษาจะต้องดำเนินการอย่างไร
คำตอบ: กรณีที่ศาลมิได้ออกหมายบังคับคดีให้ยื่นคำร้องขอวางเงินต่อศาลที่พิพากษาคดี ด้วยตนเองหรือส่งทางไปรษณีย์ เป็นเงินสด ตั๋วแลกเงินหรือแคชเชียร์เช็ค สั่งจ่ายบัญชี เงินกลางของสำนักงานศาลปกครองกลาง หรือบัญชี เงินกลางของสำนักงานศาลปกครอง..... แล้วแต่กรณี เมื่อได้รับเงินแล้วจะออกใบรับเงินให้แก่ผู้วางต่อไป       กรณีที่ศาลออกหมายบังคับคดีแล้ว อาจยื่นต่อศาลหรือเจ้าพนักงานบังคับคดีได้"
หากมีผู้ได้รับความเสียหายจากการปฏิบัติงานบังคับคดีของเจ้าหน้าที่จะฟ้องร้องเจ้าหน้าที่นั้นได้หรือไม่ อย่างไร,ในกรณีที่เกิดความเสียหายจากการที่เจ้าพนักงานบังคับคดีหรือพนักงานเจ้าหน้าที่ที่ปฏิบัติงานบังคับคดีดำเนินการบังคับคดีตามคำพิพากษาหรือคำสั่งของศาลปกครองและเป็นเรื่องความรับผิดทางละเมิดของเจ้าหน้าที่ในการปฏิบัติหน้าที่ การฟ้องคดีจะอยู่ในอำนาจของศาลปกครอง,"คำถาม: หากมีผู้ได้รับความเสียหายจากการปฏิบัติงานบังคับคดีของเจ้าหน้าที่จะฟ้องร้องเจ้าหน้าที่นั้นได้หรือไม่ อย่างไร
คำตอบ: ในกรณีที่เกิดความเสียหายจากการที่เจ้าพนักงานบังคับคดีหรือพนักงานเจ้าหน้าที่ที่ปฏิบัติงานบังคับคดีดำเนินการบังคับคดีตามคำพิพากษาหรือคำสั่งของศาลปกครองและเป็นเรื่องความรับผิดทางละเมิดของเจ้าหน้าที่ในการปฏิบัติหน้าที่ การฟ้องคดีจะอยู่ในอำนาจของศาลปกครอง"
การฟ้องคดีปกครองออนไลน์,สามารถยื่นฟ้องผ่านระบบงานคดีปกครองอิเล็กทรอนิกส์ คลิก https://bit.ly/2wzSpCF หรือเข้าผ่านทางเว็บไซต์ศาลปกครอง www.admincourt.go.th,"คำถาม: การฟ้องคดีปกครองออนไลน์
คำตอบ: สามารถยื่นฟ้องผ่านระบบงานคดีปกครองอิเล็กทรอนิกส์ คลิก https://bit.ly/2wzSpCF หรือเข้าผ่านทางเว็บไซต์ศาลปกครอง www.admincourt.go.th"
สื่อประชาสัมพันธ์การยื่นฟ้อง คดีปกครองออนไลน์,ท่านสามารถศึกษาวิธีการใช้งานระบบงานคดีปกครองอิเล็กทรอนิกส์ผ่านสื่อประชาสัมพันธ์รูปแบบต่าง ๆ ดังนี้    1. สื่อประชาสัมพันธ์แนะนำวิธีการใช้งาน คลิก https://bit.ly/3KYA2rd    2. แผ่นพับการยื่นฟ้องคดีปกครองออนไลน์  คลิก https://bit.ly/41x3vSz    3. คลิปวิดีโอแนะนำการใช้งาน คลิก http://bit.ly/3Zr6aLI,"คำถาม: สื่อประชาสัมพันธ์การยื่นฟ้อง คดีปกครองออนไลน์
คำตอบ: ท่านสามารถศึกษาวิธีการใช้งานระบบงานคดีปกครองอิเล็กทรอนิกส์ผ่านสื่อประชาสัมพันธ์รูปแบบต่าง ๆ ดังนี้    1. สื่อประชาสัมพันธ์แนะนำวิธีการใช้งาน คลิก https://bit.ly/3KYA2rd    2. แผ่นพับการยื่นฟ้องคดีปกครองออนไลน์  คลิก https://bit.ly/41x3vSz    3. คลิปวิดีโอแนะนำการใช้งาน คลิก http://bit.ly/3Zr6aLI"
การไกล่เกลี่ยข้อพิพาทในคดีปกครอง,ท่านสามารถอ่านรายละเอียดเพิ่มเติมเกี่ยวกับการดำเนินการไกล่เกลี่ยข้อพิพาทในคดีปกครองได้ทาง https://bit.ly/41BvMre,"คำถาม: การไกล่เกลี่ยข้อพิพาทในคดีปกครอง
คำตอบ: ท่านสามารถอ่านรายละเอียดเพิ่มเติมเกี่ยวกับการดำเนินการไกล่เกลี่ยข้อพิพาทในคดีปกครองได้ทาง https://bit.ly/41BvMre"
การสืบค้นบัญชีนัด,ท่านสามารถสืบค้นบัญชีนัดของคดีปกครองได้ทาง http://www.admincourt.go.th/admincourt/site/appointment.php,"คำถาม: การสืบค้นบัญชีนัด
คำตอบ: ท่านสามารถสืบค้นบัญชีนัดของคดีปกครองได้ทาง http://www.admincourt.go.th/admincourt/site/appointment.php"
การตรวจระยะเวลาดำเนินงานคดีในศาลปกครองชั้นต้น และศาลปกครองสูงสุด,ท่านสามารถตรวจระยะเวลาการดำเนินงานคดีปกครองได้ทาง https://elitigation.admincourt.go.th/admELitigation/frmetracking.aspx,"คำถาม: การตรวจระยะเวลาดำเนินงานคดีในศาลปกครองชั้นต้น และศาลปกครองสูงสุด
คำตอบ: ท่านสามารถตรวจระยะเวลาการดำเนินงานคดีปกครองได้ทาง https://elitigation.admincourt.go.th/admELitigation/frmetracking.aspx"
แบบฟอร์มศาลและตัวอย่างการเขียน,ท่านสามารถดาวโหลดดาวน์โหลดแบบฟอร์มเกี่ยวกับคดีและตัวอย่างการเขียนได้ที่ http://www.admincourt.go.th/admincourt/site/10dowload.html   มีทั้งแบบไฟล์ PDF และ ไฟล์ word,"คำถาม: แบบฟอร์มศาลและตัวอย่างการเขียน
คำตอบ: ท่านสามารถดาวโหลดดาวน์โหลดแบบฟอร์มเกี่ยวกับคดีและตัวอย่างการเขียนได้ที่ http://www.admincourt.go.th/admincourt/site/10dowload.html   มีทั้งแบบไฟล์ PDF และ ไฟล์ word"
ปรึกษาคดีปกครอง,"สำนักงานศาลปกครอง ได้เปิดช่องทางให้ท่านสามารถปรึกษาคดีปกครองได้ผ่านช่องทางต่าง ๆ ดังนี้    1. ติดต่อขอปรึกษาคดีได้ที่สำนักงานศาลปกครอง ถนนแจ้งวัฒนะ กรุงเทพมหานคร หรือสำนักงานศาลปกครองในภูมิภาคทุกแห่ง    2. สายด่วนศาลปกครอง 1355 หรือ 0 2141 1111 (ในวันและเวลาราชการ) กด 0 แล้วแจ้งเจ้าหน้าที่ว่า ""ขอคำปรึกษาคดีปกครอง""    3. แอปพลิเคชัน LINE ในรูปแบบ Video Call หรือ Voice Call โดยสามารถจองคิวปรึกษาคดีล่วงหน้าได้ ผ่านทางเว็บไซต์ศาลปกครอง คลิก https://www.admincourt.go.th/admincourt/site/qonline.php","คำถาม: ปรึกษาคดีปกครอง
คำตอบ: สำนักงานศาลปกครอง ได้เปิดช่องทางให้ท่านสามารถปรึกษาคดีปกครองได้ผ่านช่องทางต่าง ๆ ดังนี้    1. ติดต่อขอปรึกษาคดีได้ที่สำนักงานศาลปกครอง ถนนแจ้งวัฒนะ กรุงเทพมหานคร หรือสำนักงานศาลปกครองในภูมิภาคทุกแห่ง    2. สายด่วนศาลปกครอง 1355 หรือ 0 2141 1111 (ในวันและเวลาราชการ) กด 0 แล้วแจ้งเจ้าหน้าที่ว่า ""ขอคำปรึกษาคดีปกครอง""    3. แอปพลิเคชัน LINE ในรูปแบบ Video Call หรือ Voice Call โดยสามารถจองคิวปรึกษาคดีล่วงหน้าได้ ผ่านทางเว็บไซต์ศาลปกครอง คลิก https://www.admincourt.go.th/admincourt/site/qonline.php"
การคัดสำเนาคำพิพากษา/คำสั่ง คดีปกครอง,"ท่านสามารถขอคัดสำเนาคำพิพากษา/คำสั่งคดีปกครองได้ ดังนี้    1. ติดต่อขอรับบริการได้ที่ ศูนย์บริการประชาชน สำนักประชาสัมพันธ์  ชั้น 1 อาคารศาลปกครอง ถนนแจ้งวัฒนะ กรุงเทพมหานคร หรือสำนักงานศาลปกครองในภูมิภาคทุกแห่ง    2. แอปพลิเคชัน ""ศาลปกครอง"" โดยท่านสามารถดาวน์โหลดได้ทั้งระบบ ios และ Andriod หรือคลิก http://www.admincourt.go.th/admincourt/site/08news_detail.php?ids=15452 ศึกษาวิธีการใช้งานแอปพลิเคชัน ""ศาลปกครอง"" คลิก https://www.youtube.com/watch?v=KeFqj2pOUiw","คำถาม: การคัดสำเนาคำพิพากษา/คำสั่ง คดีปกครอง
คำตอบ: ท่านสามารถขอคัดสำเนาคำพิพากษา/คำสั่งคดีปกครองได้ ดังนี้    1. ติดต่อขอรับบริการได้ที่ ศูนย์บริการประชาชน สำนักประชาสัมพันธ์  ชั้น 1 อาคารศาลปกครอง ถนนแจ้งวัฒนะ กรุงเทพมหานคร หรือสำนักงานศาลปกครองในภูมิภาคทุกแห่ง    2. แอปพลิเคชัน ""ศาลปกครอง"" โดยท่านสามารถดาวน์โหลดได้ทั้งระบบ ios และ Andriod หรือคลิก http://www.admincourt.go.th/admincourt/site/08news_detail.php?ids=15452 ศึกษาวิธีการใช้งานแอปพลิเคชัน ""ศาลปกครอง"" คลิก https://www.youtube.com/watch?v=KeFqj2pOUiw"
ประธานศาลปกครองสูงสุด,ประธานศาลปกครองสูงสุด คนปัจจุบัน ท่านสามารถดูรายนามผู้บริหารศาลปกครองได้ที่ http://www.admincourt.go.th/admincourt/site/01manager.html,"คำถาม: ประธานศาลปกครองสูงสุด
คำตอบ: ประธานศาลปกครองสูงสุด คนปัจจุบัน ท่านสามารถดูรายนามผู้บริหารศาลปกครองได้ที่ http://www.admincourt.go.th/admincourt/site/01manager.html"
เลขาธิการสำนักงานศาลปกครอง,เลขาธิการสำนักงานศาลปกครอง  ท่านสามารถดูรายนามผู้บริหารสำนักงานศาลปกครองได้ที่ http://www.admincourt.go.th/admincourt/site/07manager.html,"คำถาม: เลขาธิการสำนักงานศาลปกครอง
คำตอบ: เลขาธิการสำนักงานศาลปกครอง  ท่านสามารถดูรายนามผู้บริหารสำนักงานศาลปกครองได้ที่ http://www.admincourt.go.th/admincourt/site/07manager.html"
หมายเลขโทรศัพท์ของศาลปกครอง,โทรศัพท์ 0 2141 1111 หรือ สายด่วนศาลปกครอง 1355  หากท่านต้องการติดต่อที่สำนักงานศาลปกครองในภูมิภาคโดยตรง ท่านสามารถอ่านรายละเอียดเพิ่มเติม คลิก http://www.admincourt.go.th/admincourt/site/01area.html,"คำถาม: หมายเลขโทรศัพท์ของศาลปกครอง
คำตอบ: โทรศัพท์ 0 2141 1111 หรือ สายด่วนศาลปกครอง 1355  หากท่านต้องการติดต่อที่สำนักงานศาลปกครองในภูมิภาคโดยตรง ท่านสามารถอ่านรายละเอียดเพิ่มเติม คลิก http://www.admincourt.go.th/admincourt/site/01area.html"
รายการวิทยุของศาลปกครอง,"ท่านสามารถรับฟังรายการวิทยุเกี่ยวกับความรู้ด้านคดีปกครอง  ""ย้อนข่าว...เล่าคดีปกครอง"" คลิก http://www.admincourt.go.th/admincourt/site/08mp3.html","คำถาม: รายการวิทยุของศาลปกครอง
คำตอบ: ท่านสามารถรับฟังรายการวิทยุเกี่ยวกับความรู้ด้านคดีปกครอง  ""ย้อนข่าว...เล่าคดีปกครอง"" คลิก http://www.admincourt.go.th/admincourt/site/08mp3.html"
การขอข้อมูลข่าวสาร,ท่านสามารถยื่นแบบคำขอต่อเจ้าหน้าที่ศูนย์บริการประชาชน  สำนักประชาสัมพันธ์ ณ สำนักงานศาลปกครอง เลขที่ 120 หมู่ที่ 3 ถนนแจ้งวัฒนะ แขวงทุ่งสองห้อง เขตหลักสี่ กรุงเทพฯ 10210  โดยเจ้าหน้าที่พิจารณาแบบคำขอ ที่ได้รับและจัดเตรียมเอกสาร จากนั้นจะแจ้งให้ผู้ขอเข้ามารับเอกสารด้วยตนเอง กรณีที่ผู้ขอไม่สะดวกเข้ามารับเอกสารด้วยตนเอง สามารถมอบอำนาจให้บุคคลอื่นมารับเอกสารแทนได้,"คำถาม: การขอข้อมูลข่าวสาร
คำตอบ: ท่านสามารถยื่นแบบคำขอต่อเจ้าหน้าที่ศูนย์บริการประชาชน  สำนักประชาสัมพันธ์ ณ สำนักงานศาลปกครอง เลขที่ 120 หมู่ที่ 3 ถนนแจ้งวัฒนะ แขวงทุ่งสองห้อง เขตหลักสี่ กรุงเทพฯ 10210  โดยเจ้าหน้าที่พิจารณาแบบคำขอ ที่ได้รับและจัดเตรียมเอกสาร จากนั้นจะแจ้งให้ผู้ขอเข้ามารับเอกสารด้วยตนเอง กรณีที่ผู้ขอไม่สะดวกเข้ามารับเอกสารด้วยตนเอง สามารถมอบอำนาจให้บุคคลอื่นมารับเอกสารแทนได้"
